Classification,Confidence,Relative Path,Item Name,File Type,File Size,Xcode Project,Target Membership,Build Phase,Project Ref Present,Physical File Present,Static Ref Count,Dynamic Risk,Ref Locations,Reason,Manual Check
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerKit.h,JPVideoPlayerKit.h,source,648,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerManager.h,JPVideoPlayerManager.h,source,10083,Pure Pets.xcodeproj,None,None,Yes,Yes,84,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerDownloader.m:14; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerCache.m:15; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UIView+WebVideoCache.h:153,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerProtocol.h,JPVideoPlayerProtocol.h,source,5660,Pure Pets.xcodeproj,None,None,Yes,Yes,152,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerControlViews.m:54; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerControlViews.m:326; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerControlViews.m:54,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerResourceLoader.h,JPVideoPlayerResourceLoader.h,source,1885,Pure Pets.xcodeproj,None,None,Yes,Yes,18,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayer.h:21; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayer.h:93; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayer.m:141,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerScrollViewProtocol.h,JPVideoPlayerScrollViewProtocol.h,source,6845,Pure Pets.xcodeproj,None,None,Yes,Yes,40,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UITableView+WebVideoCache.h:12; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UITableView+WebVideoCache.h:14; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UITableView+WebVideoCache.h:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerSupportUtils.h,JPVideoPlayerSupportUtils.h,source,6748,Pure Pets.xcodeproj,None,None,Yes,Yes,22,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerManager.m:48; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerManager.m:97; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/JPVideoPlayerManager.m:36,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UICollectionView+WebVideoCache.h,UICollectionView+WebVideoCache.h,source,471,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UICollectionViewCell+WebVideoCache.h,UICollectionViewCell+WebVideoCache.h,source,463,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UITableView+WebVideoCache.h,UITableView+WebVideoCache.h,source,466,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UITableViewCell+WebVideoCache.h,UITableViewCell+WebVideoCache.h,source,505,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UIView+WebVideoCache.h,UIView+WebVideoCache.h,source,16547,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UIView+WebVideoCache.m:28; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UIView+WebVideoCache.m:118; Pure Pets/DesignFiles/PhotosAnControllers/JPVideoPlayer/UIView+WebVideoCache.m:28,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/PAAImageView.h,PAAImageView.h,source,1120,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/TQImageViewer/FullScreenImageViewerController.h,FullScreenImageViewerController.h,source,1424,Pure Pets.xcodeproj,None,None,Yes,Yes,19,No,Pure Pets/MainApp/NewChats/ChMessagingController.m:52; Pure Pets/MainApp/NewChats/ChMessagingController.m:2276; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PetImageGalleryView.m:2038,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/TQImageViewer/TQImageViewer.h,TQImageViewer.h,source,11553,Pure Pets.xcodeproj,None,None,Yes,Yes,317,No,Pure Pets/Pure Pets-Bridging-Header.h:8; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:19; Pure Pets/DesignFiles/PhotosAnControllers/TQImageViewer/TQImageViewer.m:1561,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/UIView+Badge.h,UIView+Badge.h,source,3782,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/UIViewController+PopUpView.h,UIViewController+PopUpView.h,source,527,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/VVSpringCollectionViewFlowLayout/CollectionViewAnimation.h,CollectionViewAnimation.h,source,714,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/PhotosAnControllers/ZXQRScanViewController.h,ZXQRScanViewController.h,source,733,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/BirdsCards/MainControllerFiles/MainController.m:861; Pure Pets/BirdsCards/MainControllerFiles/MainControllerHelper.h:73,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectController.h,AAMultiSelectController.h,source,421,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectModel.h,AAMultiSelectModel.h,source,292,Pure Pets.xcodeproj,None,None,Yes,Yes,6,No,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectController.h:18; Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectViewController.h:97,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectTableViewCell.h,AAMultiSelectTableViewCell.h,source,430,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectViewController.m:12; Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectViewController.m:158,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectViewController.h,AAMultiSelectViewController.h,source,2304,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAMultiSelectController.h:19,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAPopupDefines.h,AAPopupDefines.h,source,2531,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAPopupView.h,AAPopupView.h,source,6517,Pure Pets.xcodeproj,None,None,Yes,Yes,36,No,Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAPopupView.m:15; Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAPopupView.m:16; Pure Pets/DesignFiles/UIFieldsAndPicker/AAMultiSelectController/Classes/AAPopupView.m:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/AKPickerView/AKPickerView.h,AKPickerView.h,source,2178,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/DesignFiles/UIFieldsAndPicker/AKPickerView/AKPickerView.m:124; Pure Pets/DesignFiles/UIFieldsAndPicker/AKPickerView/AKPickerView.m:124,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/ButtonsContainerView.h,ButtonsContainerView.h,source,477,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/CCActivityHUD/CCActivityHUD.h,CCActivityHUD.h,source,4758,Pure Pets.xcodeproj,None,None,Yes,Yes,15,No,Pure Pets/MainApp/PetsServices/AddPetServiceOfferViewController.m:30; Pure Pets/MainApp/PetsServices/AddPetServiceOfferViewController.m:113,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/CCActivityHUD/Size.h,Size.h,source,2455,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/CCActivityHUD/UIImage+animatedGIF.h,UIImage+animatedGIF.h,source,1854,Pure Pets.xcodeproj,None,None,Yes,Yes,77,No,Pure Pets/Bridges/UnifiedBlurHash/UnifiedBlurHash.swift:13; Pure Pets/MainApp/Search Controllers/AppSearchResultsVC.m:101,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/CircularLoadingButton/BKCircularLoadingButton.h,BKCircularLoadingButton.h,source,880,Pure Pets.xcodeproj,None,None,Yes,Yes,8,No,Pure Pets/MianData_Files/importantFiles.h:20; Pure Pets/BirdsCards/buyerDataVC.m:11,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/CircularLoadingButton/CircularIndicatorView.h,CircularIndicatorView.h,source,353,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/UIFieldsAndPicker/CircularLoadingButton/BKCircularLoadingButton.m:10; Pure Pets/DesignFiles/UIFieldsAndPicker/CircularLoadingButton/BKCircularLoadingButton.m:13,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/UIView+Shadow.h,UIView+Shadow.h,source,418,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowLayer.h,YIInnerShadowLayer.h,source,917,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowView.m:15; Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowView.m:21,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowView.h,YIInnerShadowView.h,source,898,Pure Pets.xcodeproj,None,None,Yes,Yes,5,No,Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowLayer.h:3; Pure Pets/DesignFiles/UIFieldsAndPicker/ClassesYIInnerShadow/YIInnerShadowLayer.m:3,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Classes/FCAlertView.h,FCAlertView.h,source,7456,Pure Pets.xcodeproj,None,None,Yes,Yes,37,No,Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Classes/FCAlertView.m:1393; Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Classes/FCAlertView.m:1514; Pure Pets/DesignFiles/UIFieldsAndPicker/FCAlertView/FCAlertView/Classes/FCAlertView.m:1393,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FFLoadingView/FFLoadingView.h,FFLoadingView.h,source,883,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/BirdsCards/DoneStepViewController.m:28; Pure Pets/BirdsCards/DoneStepViewController.m:38,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/FOREmptyAssistantConfiger.h,FOREmptyAssistantConfiger.h,source,3078,Pure Pets.xcodeproj,None,None,Yes,Yes,26,No,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/FORScrollViewEmptyAssistant.m:17; Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/FORScrollViewEmptyAssistant.m:23,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/FORScrollViewEmptyAssistant.h,FORScrollViewEmptyAssistant.h,source,669,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/UIScrollView+EmptyDataSet.h,UIScrollView+EmptyDataSet.h,source,10925,Pure Pets.xcodeproj,None,None,Yes,Yes,16209,No,Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/UIScrollView+EmptyDataSet.m:65; Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/UIScrollView+EmptyDataSet.m:107; Pure Pets/DesignFiles/UIFieldsAndPicker/FORScrollViewEmptyAssistant/Classes/UIScrollView+EmptyDataSet.m:65,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FTPopOverMenu.h,FTPopOverMenu.h,source,8998,Pure Pets.xcodeproj,None,None,Yes,Yes,60,No,Pure Pets/DesignFiles/PP/PPStyles/PPFuncFiles/PPFunc.m:2940; Pure Pets/DesignFiles/PP/PPStyles/PPFuncFiles/PPFunc.m:2945; Pure Pets/GM.h:140,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/FavoriteButton.h,FavoriteButton.h,source,1235,Pure Pets.xcodeproj,None,None,Yes,Yes,31,No,Pure Pets/DesignFiles/PP/PPNAV/PPBottomBar.m:1466; Pure Pets/DesignFiles/PP/PPNAV/PPBottomBar.h:109; Pure Pets/MainApp/PetsAdsFiles/PetsAdvertiseImagesAndCells/PPUniversalCellSwiftUI.swift:2612,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/GSIndeterminateProgress/GSIndeterminateProgressView.h,GSIndeterminateProgressView.h,source,691,Pure Pets.xcodeproj,None,None,Yes,Yes,14,No,Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:57; Pure Pets/MainApp/Accessories/AccessFiles/AddNewAccessory.m:371,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD-Defines.h,JGProgressHUD-Defines.h,source,2395,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h,JGProgressHUD.h,source,13695,Pure Pets.xcodeproj,None,None,Yes,Yes,1927,No,Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.m:10; Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.m:179; Pure Pets/AppManager.m:366,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDAnimation.h,JGProgressHUDAnimation.h,source,1328,Pure Pets.xcodeproj,None,None,Yes,Yes,1358,No,Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.m:10; Pure Pets/DesignFiles/PP/PPImagePicker+Viewer/ImageViewerController.m:179; Pure Pets/AppManager.m:142,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDErrorIndicatorView.h,JGProgressHUDErrorIndicatorView.h,source,582,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:17,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDFadeAnimation.h,JGProgressHUDFadeAnimation.h,source,747,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:11; Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:868,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDFadeZoomAnimation.h,JGProgressHUDFadeZoomAnimation.h,source,1026,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:15,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDImageIndicatorView.h,JGProgressHUDImageIndicatorView.h,source,773,Pure Pets.xcodeproj,None,None,Yes,Yes,1311,No,Pure Pets/AppManager.m:142; Pure Pets/AppManager.m:368; Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDSuccessIndicatorView.h:11,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDIndeterminateIndicatorView.h,JGProgressHUDIndeterminateIndicatorView.h,source,680,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:12; Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:174,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDIndicatorView.h,JGProgressHUDIndicatorView.h,source,2408,Pure Pets.xcodeproj,None,None,Yes,Yes,1321,No,Pure Pets/AppManager.m:142; Pure Pets/AppManager.m:368; Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:65,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDPieIndicatorView.h,JGProgressHUDPieIndicatorView.h,source,1056,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:20,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDRingIndicatorView.h,JGProgressHUDRingIndicatorView.h,source,1310,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:19,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDShadow.h,JGProgressHUDShadow.h,source,1101,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/JGProgressHUD.m:935; Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUDSuccessIndicatorView.h,JGProgressHUDSuccessIndicatorView.h,source,590,Pure Pets.xcodeproj,None,None,Yes,Yes,1,No,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/JGProgressHUD.h:18,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/JGProgressHUD/include/module.modulemap,module.modulemap,resource,67,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Required configuration file,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Category/KafkaCategories.h,KafkaCategories.h,source,2225,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.h,UIScrollView+KafkaConfiguration.h,source,1753,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaFootRefreshControl.h,KafkaFootRefreshControl.h,source,299,Pure Pets.xcodeproj,None,None,Yes,Yes,16,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:15; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:23,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaHeadRefreshControl.h,KafkaHeadRefreshControl.h,source,293,Pure Pets.xcodeproj,None,None,Yes,Yes,13,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:14; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:22,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshControl.h,KafkaRefreshControl.h,source,4994,Pure Pets.xcodeproj,None,None,Yes,Yes,47,No,Pure Pets/AppDelegate.m:260; Pure Pets/GM.m:2764; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:12,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshProtocol.h,KafkaRefreshProtocol.h,source,1484,Pure Pets.xcodeproj,None,None,Yes,Yes,2,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshControl.h:39; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/KafkaRefreshControl.h:39,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Core/UIScrollView+KafkaRefreshControl.h,UIScrollView+KafkaRefreshControl.h,source,760,Pure Pets.xcodeproj,None,None,Yes,Yes,13,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:14; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:22,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Default/KafkaRefreshDefaults.h,KafkaRefreshDefaults.h,source,1160,Pure Pets.xcodeproj,None,None,Yes,Yes,20,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:17; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h:24,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/KafkaRefresh.h,KafkaRefresh.h,source,996,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Style/KafkaRefreshStyle.h,KafkaRefreshStyle.h,source,727,Pure Pets.xcodeproj,None,None,Yes,Yes,0,No,,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaArrowFooter.h,KafkaArrowFooter.h,source,604,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:21; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:90,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaNativeFooter.h,KafkaNativeFooter.h,source,255,Pure Pets.xcodeproj,None,None,Yes,Yes,3,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:18; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:72,Header file used via #import,None
PROTECTED OR REQUIRED,Protected,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/UIKit/FootKit/KafkaReplicatorFooter.h,KafkaReplicatorFooter.h,source,483,Pure Pets.xcodeproj,None,None,Yes,Yes,4,No,Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:19; Pure Pets/DesignFiles/UIFieldsAndPicker/KafkaRefresh/Configuration/UIScrollView+KafkaConfiguration.m:81,Header file used via #import,None
